# HCP-VS limbic striatum subject-level connectivity values
# Created: 2026-06-03
#
# This file contains HCP Subject IDs and derived hippocampus-ventral striatum (HPC-VS) limbic striatum connectivity values only.
# Connectivity columns correspond to the source variables limbic_Left and limbic_Right from averaged_data.sav.
# No HCP behavioral, demographic, diagnostic, alcohol-use, or other questionnaire variables are included in this file.
# Those HCP measures must be obtained through the Human Connectome Project/ConnectomeDB under the appropriate data-use terms.
# Open-access HCP data require ConnectomeDB registration and acceptance of the Open Access Data Use Terms.
# Restricted HCP data elements require a separate Restricted Data application; each investigator who will view/use restricted data must apply, and approval is case-by-case.
# ConnectomeDB: https://db.humanconnectome.org
# HCP Young Adult Data Use Terms and Restricted Data application links: https://www.humanconnectome.org/study/hcp-young-adult/data-use-terms
# Restricted Data Usage overview: https://www.humanconnectome.org/study/hcp-young-adult/document/restricted-data-usage
#
# N subjects with complete left/right HPC-VS limbic striatum values: 626
#
Subject	HPC_VS_limbic_striatum_left	HPC_VS_limbic_striatum_right
161630	0.524228666666667	0.459331666666667
161731	0.292298333333333	0.388361333333333
162026	0.529826	0.395653666666667
162228	0.400863333333333	0.453898
162733	0.414357	0.445910333333333
162935	0.388617666666667	0.475505666666667
163129	0.341958666666667	0.348822333333333
163331	0.260296666666667	0.225826
163836	0.354079333333333	0.451257
164030	0.473538333333333	0.495294666666667
164131	0.445871333333333	0.430055333333333
164939	0.571192333333333	0.470671666666667
165638	0.570334666666667	0.493154666666667
166438	0.343367666666667	0.441703666666667
167036	0.233291	0.287892666666667
167238	0.322827666666667	0.320116
168139	0.729990333333333	0.741228
168240	0.239429333333333	0.378672666666667
168745	0.471873	0.306745333333333
169444	0.254349	0.388551666666667
169747	0.332184333333333	0.376665666666667
170631	0.469667666666667	0.532341
171330	0.347991333333333	0.377049
171532	0.367524	0.372455333333333
171633	0.398822	0.309051666666667
172029	0.273961666666667	0.386072333333333
172130	0.299236	0.329618333333333
172332	0.223366666666667	0.281891
172433	0.478646333333333	0.479091
172534	0.361965	0.388685666666667
172938	0.383594666666667	0.314128
173334	0.470100333333333	0.507944666666667
173435	0.361299333333333	0.269611333333333
173536	0.384654333333333	0.335716666666667
173637	0.478998	0.418823
173738	0.441184666666667	0.381717666666667
173839	0.434558666666667	0.418125333333333
173940	0.377567	0.324399666666667
174841	0.290620666666667	0.490691
175035	0.424467	0.364054333333333
175237	0.354609333333333	0.483695333333333
175338	0.460577333333333	0.323941666666667
175439	0.472552	0.332264666666667
175742	0.332883	0.457819333333333
176037	0.196803666666667	0.464428333333333
176239	0.453517	0.350789333333333
176542	0.258019333333333	0.378902
177241	0.319612666666667	0.457431666666667
177645	0.233730333333333	0.447212
178142	0.299418333333333	0.374921333333333
178243	0.6186	0.413856333333333
178647	0.355716	0.383532333333333
178849	0.445290666666667	0.433884666666667
178950	0.466562333333333	0.440830333333333
179245	0.243470666666667	0.297609
179346	0.480476	0.340045666666667
179548	0.454076333333333	0.500471
180129	0.351039333333333	0.322301333333333
180432	0.33688	0.313189
180735	0.379841333333333	0.386254
180836	0.538279	0.363759
180937	0.284701666666667	0.372857333333333
181131	0.430241666666667	0.463107333333333
181232	0.261361333333333	0.497917666666667
182739	0.336343666666667	0.244417666666667
183034	0.450301666666667	0.509466666666667
185442	0.340511666666667	0.466076666666667
186444	0.317773666666667	0.351087
187547	0.295824666666667	0.392540666666667
187850	0.313530333333333	0.452489
188347	0.236593666666667	0.420335666666667
188448	0.292039333333333	0.490038666666667
188751	0.333078	0.382650666666667
189349	0.474457333333333	0.362376
189450	0.352764333333333	0.318271666666667
190031	0.228239333333333	0.416660333333333
191033	0.379045	0.375156666666667
191336	0.334688333333333	0.403483666666667
191841	0.395795333333333	0.404904
191942	0.385846666666667	0.438378
192136	0.338399666666667	0.443958666666667
192540	0.205695	0.385819
192843	0.313365666666667	0.348918666666667
193239	0.464753333333333	0.370476333333333
194140	0.278049666666667	0.326401333333333
194645	0.445217666666667	0.487349333333333
194847	0.282898666666667	0.363242333333333
195041	0.293771666666667	0.421769333333333
195849	0.631919666666667	0.524911333333333
195950	0.255539666666667	0.353382666666667
196144	0.389708666666667	0.403981
196346	0.418647333333333	0.483979666666667
196750	0.312806666666667	0.287951333333333
198350	0.450815333333333	0.364209
198855	0.413466	0.395338333333333
199150	0.399795	0.518427
199453	0.296508	0.366842333333333
199655	0.268863666666667	0.272112666666667
199958	0.568789666666667	0.493143333333333
200109	0.340721	0.413742333333333
200917	0.447845333333333	0.445393333333333
201111	0.331232666666667	0.3564
201414	0.367023333333333	0.421658333333333
201818	0.224481	0.341867666666667
202113	0.449195666666667	0.388468
203418	0.449984333333333	0.436399
203923	0.266409666666667	0.377797
204016	0.400479666666667	0.466830333333333
204420	0.453798333333333	0.442271333333333
204521	0.27357	0.259667666666667
205220	0.302975	0.381824666666667
205725	0.395052333333333	0.342239666666667
206222	0.530730333333333	0.376084
207123	0.339597666666667	0.384578333333333
208226	0.500463	0.431488333333333
208327	0.444161666666667	0.410831333333333
209329	0.345111333333333	0.342557666666667
210011	0.237053666666667	0.314192666666667
210415	0.237709333333333	0.277155333333333
210617	0.325978333333333	0.269223666666667
211114	0.378665333333333	0.280492333333333
211215	0.380246666666667	0.392172
211316	0.510617666666667	0.544010333333333
211417	0.528986	0.399543
211720	0.378719	0.306276333333333
211922	0.251995	0.226718666666667
212015	0.362466	0.467512333333333
212116	0.43215	0.414909666666667
212217	0.384141333333333	0.260294
212318	0.296364	0.341719333333333
212419	0.242284333333333	0.249757333333333
212823	0.371311666666667	0.473978666666667
213421	0.441765333333333	0.373362333333333
214019	0.230064	0.365500333333333
214221	0.643840666666667	0.428607
214726	0.284473333333333	0.308998
217126	0.467839	0.478191333333333
220721	0.394253333333333	0.393486333333333
221319	0.342448666666667	0.541942
223929	0.412114666666667	0.270492333333333
224022	0.316063666666667	0.374544333333333
227432	0.440845666666667	0.423729333333333
228434	0.469661666666667	0.467997
231928	0.340495333333333	0.393069333333333
233326	0.464390333333333	0.376374666666667
236130	0.260734	0.380910333333333
237334	0.304505333333333	0.438321333333333
239944	0.471925333333333	0.540915333333333
245333	0.270490333333333	0.352344
246133	0.259321333333333	0.183026
248339	0.434336	0.360344
250427	0.336504	0.356734666666667
250932	0.300868666666667	0.379674333333333
251833	0.424085333333333	0.426633333333333
255639	0.391424333333333	0.511159333333333
257845	0.502754666666667	0.439128666666667
