model,row_id,Subject,deleted_position,term,dfbetas,abs_dfbetas
left_main,471,429040,120,c_left_hpc_vs,0.053118883201809054,0.053118883201809054
left_main,472,154532,121,c_ICV,-0.06642672271467552,0.06642672271467552
left_main,472,154532,121,c_left_hpc_vs,0.055464549550325495,0.055464549550325495
left_main,474,180937,122,c_ICV,0.09139075297487793,0.09139075297487793
left_main,474,180937,122,c_left_hpc_vs,-0.061662732796963673,0.061662732796963673
left_main,475,599671,123,c_ICV,-0.009727200705814542,0.009727200705814542
left_main,475,599671,123,c_left_hpc_vs,-0.0022197036455885305,0.0022197036455885305
left_main,476,709551,124,c_ICV,0.005089197918400172,0.005089197918400172
left_main,476,709551,124,c_left_hpc_vs,-0.044754743286787614,0.044754743286787614
left_main,477,148032,125,c_ICV,-0.03219615596965536,0.03219615596965536
left_main,477,148032,125,c_left_hpc_vs,-0.03506385364393233,0.03506385364393233
left_main,478,172130,126,c_ICV,0.01937099661040161,0.01937099661040161
left_main,478,172130,126,c_left_hpc_vs,0.058118342986322714,0.058118342986322714
left_main,479,149236,127,c_ICV,-0.030290130077928353,0.030290130077928353
left_main,479,149236,127,c_left_hpc_vs,0.01862329871409364,0.01862329871409364
left_main,480,187850,128,c_ICV,-0.009249284638267274,0.009249284638267274
left_main,480,187850,128,c_left_hpc_vs,-1.0889833014064655e-4,1.0889833014064655e-4
left_main,481,158843,129,c_ICV,-0.025838276684533406,0.025838276684533406
left_main,481,158843,129,c_left_hpc_vs,-0.03366198283913137,0.03366198283913137
left_main,483,140319,130,c_ICV,-0.0012284099109139736,0.0012284099109139736
left_main,483,140319,130,c_left_hpc_vs,0.011372616755528383,0.011372616755528383
left_main,485,156334,131,c_ICV,-0.006228944231582795,0.006228944231582795
left_main,485,156334,131,c_left_hpc_vs,-0.0071809560273830425,0.0071809560273830425
